,has_remod,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,House Style_2Story,House Style_Split,Central Air_Y,Bedroom AbvGr_1,Bedroom AbvGr_2,Bedroom AbvGr_3,Bedroom AbvGr_>=4,TotRms AbvGrd_6,TotRms AbvGrd_7,TotRms AbvGrd_<=4,TotRms AbvGrd_>=8,Mo Sold_spring,Mo Sold_summer,Mo Sold_winter,Yr Sold_2007,Yr Sold_2008,Yr Sold_2009,Yr Sold_2010,total_baths_1,total_baths_2,total_baths_>=3,lot_area_frontage,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,Garage Area,outdoor_SF,age_since_remodel,age_since_built,Heating QC,house_exter_score,fireplace_score,garage_basement_score,kitchen_score,SalePrice
30,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,768000.0,0.0,2524.0,2524,542.0,594,28,28,3,91,4,20.25,4,278000
31,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,0.0,792.0,1517,400.0,0,56,77,2,90,8,12.25,4,230000
32,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,286470.0,0.0,1494.0,1494,481.0,246,10,11,5,104,4,20.25,5,270000
33,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,657000.0,0.0,948.0,948,410.0,48,55,55,3,72,0,12.25,3,125000
34,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,840323.0,336.0,1705.0,1718,826.0,252,1,2,5,91,4,0.0,4,297000
35,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,720000.0,82.0,160.0,1142,384.0,28,51,51,2,72,4,0.0,3,113500
36,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,109265.0,0.0,757.0,1475,336.0,130,29,29,5,66,3,0.0,3,127000
37,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1233855.0,480.0,1844.0,1844,546.0,122,33,33,5,72,3,0.0,3,190000
38,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,768000.0,320.0,1242.0,1242,528.0,0,34,34,2,78,3,12.25,3,175500
39,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,505680.0,0.0,990.0,990,384.0,256,13,13,5,84,0,49.0,3,146000
40,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,745275.0,0.0,1256.0,1256,276.0,804,43,43,4,77,0,81.0,3,147500
41,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1486337.0,,2076.0,2076,850.0,445,0,0,5,120,4,9.0,5,465000
42,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,,104.0,1097.0,1110,602.0,333,31,31,5,77,3,20.25,4,165500
43,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,984150.0,335.0,1050.0,1795,352.0,0,54,54,5,60,0,36.0,3,131500
44,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,784000.0,0.0,1040.0,1040,384.0,0,43,43,5,60,0,49.0,3,129500
45,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,967000.0,40.0,608.0,1873,786.0,0,58,73,3,84,8,16.0,3,257076
46,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,659880.0,0.0,984.0,1604,660.0,68,49,68,5,60,0,12.25,3,117000
47,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,432000.0,0.0,776.0,1502,270.0,0,8,77,3,65,4,0.0,3,149000
48,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,793600.0,110.0,1056.0,1063,280.0,0,56,56,3,60,0,0.0,3,128000
49,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,88128.0,106.0,764.0,1626,474.0,27,4,5,5,84,0,0.0,4,155000
50,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,,513.0,756.0,1524,440.0,32,6,6,5,77,0,12.25,4,166000
51,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,507260.0,0.0,1122.0,1981,576.0,475,59,81,3,42,6,12.25,4,135000
52,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1335360.0,184.0,1392.0,2784,564.0,552,28,28,3,72,6,0.0,4,250000
53,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,30996.0,0.0,546.0,1092,0.0,226,40,40,5,66,0,0.0,3,76000
54,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,762750.0,522.0,216.0,1575,400.0,0,55,55,3,72,4,12.25,4,155000
55,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,749120.0,143.0,663.0,1352,299.0,415,41,41,3,78,0,81.0,3,158000
56,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,61056.0,0.0,600.0,1200,480.0,172,5,6,5,84,0,0.0,4,149500
57,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,810816.0,0.0,936.0,936,240.0,0,31,52,3,77,0,49.0,3,121000
58,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,540056.0,0.0,1040.0,1040,293.0,0,54,54,3,78,0,81.0,3,136000
59,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,0.0,916.0,1636,386.0,252,12,12,4,66,3,20.25,3,173000
60,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1082288.0,348.0,1152.0,2270,671.0,189,3,11,5,105,4,9.0,4,290000
61,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,675000.0,0.0,1184.0,2610,550.0,572,0,0,5,91,4,20.25,5,303477
62,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,,0.0,1420.0,1483,690.0,496,9,33,4,112,6,0.0,3,270000
63,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,591948.0,0.0,936.0,1740,225.0,0,58,88,4,40,4,25.0,5,122250
64,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,612500.0,0.0,1382.0,1382,350.0,280,54,54,4,60,0,49.0,4,153000
65,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,588140.0,0.0,1120.0,1120,0.0,30,0,0,5,60,0,0.0,3,147000
66,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,252000.0,0.0,531.0,1098,216.0,0,12,77,3,90,4,49.0,3,148500
67,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,107616.0,117.0,976.0,1708,380.0,40,2,2,5,84,0,12.25,4,130000
68,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1279810.0,510.0,1802.0,1802,843.0,263,1,1,5,112,4,9.0,5,372000
69,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,129559.0,145.0,1362.0,1506,440.0,162,1,1,5,84,4,20.25,4,213490
70,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,769340.0,96.0,1508.0,1508,572.0,0,0,1,5,84,6,0.0,4,308030
71,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,,668.0,1840.0,2032,786.0,46,11,12,5,84,0,9.0,4,300000
72,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,703890.0,0.0,655.0,1194,539.0,0,47,47,5,72,2,20.25,3,159500
73,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,60528.0,50.0,970.0,1709,380.0,40,2,2,5,84,0,12.25,4,137500
74,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,634224.0,228.0,1616.0,1616,834.0,267,1,1,5,84,0,0.0,4,232000
75,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,0.0,768.0,768,440.0,0,58,78,3,96,0,12.25,3,93850
76,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,65.0,872.0,872,322.0,0,56,82,2,60,4,25.0,2,105000
77,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,379440.0,0.0,520.0,520,240.0,49,58,81,2,60,0,36.0,2,68500
78,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,928000.0,361.0,1105.0,2274,480.0,0,50,50,3,60,0,12.25,6,154300
79,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,364400.0,0.0,936.0,1601,0.0,0,4,82,5,96,0,0.0,3,129850
80,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,159985.0,0.0,616.0,1232,480.0,280,57,97,5,72,0,6.25,3,114000
81,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1097649.0,748.0,2216.0,2234,1166.0,60,0,1,5,112,4,9.0,5,501837
82,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1266500.0,0.0,876.0,1416,720.0,418,58,93,4,78,4,5.4289000000000005,3,153900
83,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,540000.0,0.0,864.0,864,576.0,200,3,38,4,77,0,12.25,3,130000
84,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,144000.0,197.0,1189.0,1189,392.0,122,11,11,5,66,0,0.0,3,160500
85,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,305904.0,572.0,1666.0,1666,575.0,303,0,0,5,112,4,0.0,4,310090
86,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,675561.0,,1176.0,1200,555.0,41,6,6,5,84,0,0.0,4,184900
87,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,931000.0,0.0,928.0,928,252.0,261,7,51,3,72,0,49.0,3,132000
88,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,768000.0,128.0,1288.0,1336,502.0,323,40,40,3,60,2,0.0,3,163000
89,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,96450.0,120.0,600.0,1200,480.0,172,6,6,5,84,0,0.0,4,155000
90,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,,0.0,1427.0,1427,516.0,216,39,39,4,72,0,0.0,3,183000
91,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,,254.0,860.0,1992,608.0,257,5,11,5,84,6,0.0,4,211000
92,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,637630.0,0.0,754.0,1540,495.0,172,15,15,5,84,0,0.0,4,184000
93,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,449152.0,0.0,0.0,1535,400.0,0,30,30,3,60,0,12.25,6,118858
94,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,,86.0,1152.0,1152,484.0,227,46,46,3,72,4,0.0,3,180500
95,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,281840.0,30.0,1141.0,1151,484.0,60,0,1,5,91,0,20.25,4,166000
96,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1347456.0,54.0,1138.0,1138,480.0,140,49,49,5,66,3,0.0,3,148000
97,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,551300.0,0.0,894.0,1074,396.0,72,51,51,4,60,4,12.25,4,124000
98,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,438780.0,246.0,1561.0,1561,556.0,250,2,2,5,112,4,20.25,5,277500
99,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,831577.0,397.0,1342.0,2726,725.0,476,11,11,5,91,5,0.0,4,350000
100,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,816253.0,296.0,1884.0,1884,670.0,290,4,4,5,112,4,9.0,5,387000
101,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,527684.0,0.0,528.0,605,0.0,0,5,87,5,66,0,0.0,3,86000
102,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1676840.0,0.0,1426.0,1671,550.0,370,1,32,5,170,4,0.0,5,290000
103,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,676224.0,0.0,245.0,797,0.0,36,59,109,3,30,0,0.0,3,44000
104,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,866839.0,0.0,804.0,1961,560.0,317,7,8,5,66,3,20.25,4,215000
105,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1035690.0,144.0,1153.0,1193,501.0,293,34,34,5,66,0,20.25,3,146500
106,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,0.0,673.0,1382,490.0,203,6,6,5,84,0,12.25,4,165000
107,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,511200.0,0.0,714.0,2526,216.0,103,57,91,3,91,4,49.0,4,136000
108,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,902.0,1705.0,1390,550.0,189,49,49,5,72,8,12.25,5,252000
109,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,94608.0,106.0,764.0,1626,474.0,27,7,7,5,84,0,0.0,4,175500
110,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,365142.0,0.0,690.0,1558,400.0,218,59,70,3,66,4,12.25,3,150000
111,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,0.0,978.0,1422,286.0,0,29,47,3,60,3,0.0,3,139900
112,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,324480.0,0.0,1078.0,1573,360.0,0,16,78,3,72,4,12.25,3,162900
113,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,870000.0,261.0,1116.0,1116,440.0,385,48,48,3,72,0,12.25,3,160000
114,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,0.0,0.0,660,0.0,0,59,62,2,24,0,0.0,2,63900
115,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,887040.0,144.0,1140.0,1707,479.0,0,11,31,4,66,3,20.25,3,184000
116,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2379170.0,132.0,1466.0,1466,528.0,240,47,47,3,54,8,20.25,2,149900
117,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,260.0,1614.0,1638,495.0,298,8,8,5,98,3,20.25,5,300000
118,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,,275.0,988.0,1721,626.0,134,48,48,4,48,6,12.25,3,145000
119,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1002690.0,0.0,928.0,1764,470.0,375,12,12,5,66,0,0.0,4,231500
120,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,876141.0,0.0,996.0,996,0.0,144,39,68,5,66,4,0.0,3,108000
121,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,612500.0,0.0,1202.0,1202,304.0,35,53,53,3,60,0,0.0,3,120000
122,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,57.0,988.0,988,572.0,0,46,46,3,60,0,12.25,3,128500
123,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,501760.0,0.0,1008.0,1028,360.0,0,60,83,4,66,4,12.25,3,115000
124,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,175000.0,0.0,720.0,1284,240.0,35,59,62,3,72,0,49.0,3,110000
125,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,,1050.0,994.0,2944,864.0,210,31,31,3,96,4,0.0,4,150000
126,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,670144.0,0.0,707.0,1414,403.0,135,2,2,5,91,4,20.25,4,178000
127,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,862400.0,0.0,637.0,1609,579.0,104,16,74,5,84,8,5.4289000000000005,4,199500
128,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,494280.0,0.0,813.0,1525,400.0,493,8,9,5,66,3,20.25,3,183500
129,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,450000.0,0.0,624.0,1656,288.0,280,41,41,5,50,1,49.0,3,126000
130,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,60696.0,0.0,1055.0,1055,440.0,38,31,31,2,78,0,12.25,3,148500
131,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,648000.0,0.0,676.0,1352,720.0,187,3,70,5,84,0,12.25,4,149000
132,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,56376.0,0.0,855.0,1456,440.0,28,32,32,3,66,3,12.25,3,137900
133,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,347072.0,0.0,1719.0,1719,473.0,152,15,15,5,91,8,20.25,4,324000
134,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,375468.0,0.0,864.0,864,0.0,0,58,83,3,66,0,0.0,3,98000
135,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,35280.0,359.0,483.0,987,264.0,52,35,35,3,66,0,49.0,3,103400
136,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,342468.0,0.0,780.0,1020,0.0,0,14,135,4,91,0,0.0,3,94000
137,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,156060.0,108.0,1554.0,1554,627.0,229,1,1,5,91,4,0.0,4,209500
138,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1083720.0,662.0,1528.0,3390,758.0,238,0,0,5,120,5,9.0,5,545224
139,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,774000.0,0.0,780.0,1560,0.0,512,1,98,5,112,0,0.0,4,159900
140,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2679320.0,0.0,864.0,864,400.0,0,59,59,5,54,0,12.25,3,141000
141,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,0.0,982.0,1889,431.0,0,6,6,5,66,3,20.25,3,215000
142,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,,0.0,1040.0,1040,260.0,104,0,48,5,91,0,49.0,3,127000
