,has_remod,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,House Style_2Story,House Style_Split,Central Air_Y,Bedroom AbvGr_1,Bedroom AbvGr_2,Bedroom AbvGr_3,Bedroom AbvGr_>=4,TotRms AbvGrd_6,TotRms AbvGrd_7,TotRms AbvGrd_<=4,TotRms AbvGrd_>=8,Mo Sold_spring,Mo Sold_summer,Mo Sold_winter,Yr Sold_2007,Yr Sold_2008,Yr Sold_2009,Yr Sold_2010,total_baths_1,total_baths_2,total_baths_>=3,lot_area_frontage,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,Garage Area,outdoor_SF,age_since_remodel,age_since_built,Heating QC,house_exter_score,fireplace_score,garage_basement_score,kitchen_score,SalePrice
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3465000.0,0.0,1056.0,1056.0,572.0,264.0,51.0,51.0,3.0,60.0,0.0,20.25,3.0,145000
25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,972716.0,3.0,1453.0,1453.0,530.0,337.0,48.0,48.0,5.0,72.0,3.0,0.0,3.0,187500
26,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,549250.0,0.0,894.0,894.0,336.0,560.0,1.0,45.0,5.0,91.0,4.0,49.0,3.0,138500
27,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,634880.0,0.0,942.0,1938.0,240.0,40.0,13.0,71.0,5.0,66.0,4.0,49.0,4.0,198000
28,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,618750.0,0.0,957.0,1991.0,0.0,0.0,1.0,112.0,2.0,77.0,0.0,0.0,6.0,119600
29,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,483840.0,0.0,672.0,924.0,576.0,0.0,1.0,58.0,5.0,84.0,1.0,12.25,3.0,122900
30,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,768000.0,0.0,2524.0,2524.0,542.0,594.0,28.0,28.0,3.0,91.0,4.0,20.25,4.0,278000
31,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,634880.0,0.0,792.0,1517.0,400.0,0.0,56.0,77.0,2.0,90.0,8.0,12.25,4.0,230000
32,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,286470.0,0.0,1494.0,1494.0,481.0,246.0,10.0,11.0,5.0,104.0,4.0,20.25,5.0,270000
33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,657000.0,0.0,948.0,948.0,410.0,48.0,55.0,55.0,3.0,72.0,0.0,12.25,3.0,125000
34,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,840323.0,336.0,1705.0,1718.0,826.0,252.0,1.0,2.0,5.0,91.0,4.0,0.0,4.0,297000
35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,720000.0,82.0,160.0,1142.0,384.0,28.0,51.0,51.0,2.0,72.0,4.0,0.0,3.0,113500
36,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109265.0,0.0,757.0,1475.0,336.0,130.0,29.0,29.0,5.0,66.0,3.0,0.0,3.0,127000
37,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1233855.0,480.0,1844.0,1844.0,546.0,122.0,33.0,33.0,5.0,72.0,3.0,0.0,3.0,190000
38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,768000.0,320.0,1242.0,1242.0,528.0,0.0,34.0,34.0,2.0,78.0,3.0,12.25,3.0,175500
39,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,505680.0,0.0,990.0,990.0,384.0,256.0,13.0,13.0,5.0,84.0,0.0,49.0,3.0,146000
40,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,745275.0,0.0,1256.0,1256.0,276.0,804.0,43.0,43.0,4.0,77.0,0.0,81.0,3.0,147500
41,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1486337.0,0.0,2076.0,2076.0,850.0,445.0,0.0,0.0,5.0,120.0,4.0,9.0,5.0,465000
42,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,634880.0,104.0,1097.0,1110.0,602.0,333.0,31.0,31.0,5.0,77.0,3.0,20.25,4.0,165500
43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,984150.0,335.0,1050.0,1795.0,352.0,0.0,54.0,54.0,5.0,60.0,0.0,36.0,3.0,131500
44,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,784000.0,0.0,1040.0,1040.0,384.0,0.0,43.0,43.0,5.0,60.0,0.0,49.0,3.0,129500
45,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,967000.0,40.0,608.0,1873.0,786.0,0.0,58.0,73.0,3.0,84.0,8.0,16.0,3.0,257076
46,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,659880.0,0.0,984.0,1604.0,660.0,68.0,49.0,68.0,5.0,60.0,0.0,12.25,3.0,117000
47,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,432000.0,0.0,776.0,1502.0,270.0,0.0,8.0,77.0,3.0,65.0,4.0,0.0,3.0,149000
48,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,793600.0,110.0,1056.0,1063.0,280.0,0.0,56.0,56.0,3.0,60.0,0.0,0.0,3.0,128000
49,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,88128.0,106.0,764.0,1626.0,474.0,27.0,4.0,5.0,5.0,84.0,0.0,0.0,4.0,155000
50,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,634880.0,513.0,756.0,1524.0,440.0,32.0,6.0,6.0,5.0,77.0,0.0,12.25,4.0,166000
51,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,507260.0,0.0,1122.0,1981.0,576.0,475.0,59.0,81.0,3.0,42.0,6.0,12.25,4.0,135000
52,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1335360.0,184.0,1392.0,2784.0,564.0,552.0,28.0,28.0,3.0,72.0,6.0,0.0,4.0,250000
53,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30996.0,0.0,546.0,1092.0,0.0,226.0,40.0,40.0,5.0,66.0,0.0,0.0,3.0,76000
54,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,762750.0,522.0,216.0,1575.0,400.0,0.0,55.0,55.0,3.0,72.0,4.0,12.25,4.0,155000
55,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,749120.0,143.0,663.0,1352.0,299.0,415.0,41.0,41.0,3.0,78.0,0.0,81.0,3.0,158000
56,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,61056.0,0.0,600.0,1200.0,480.0,172.0,5.0,6.0,5.0,84.0,0.0,0.0,4.0,149500
57,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,810816.0,0.0,936.0,936.0,240.0,0.0,31.0,52.0,3.0,77.0,0.0,49.0,3.0,121000
58,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,540056.0,0.0,1040.0,1040.0,293.0,0.0,54.0,54.0,3.0,78.0,0.0,81.0,3.0,136000
59,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,634880.0,0.0,916.0,1636.0,386.0,252.0,12.0,12.0,4.0,66.0,3.0,20.25,3.0,173000
60,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1082288.0,348.0,1152.0,2270.0,671.0,189.0,3.0,11.0,5.0,105.0,4.0,9.0,4.0,290000
61,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,675000.0,0.0,1184.0,2610.0,550.0,572.0,0.0,0.0,5.0,91.0,4.0,20.25,5.0,303477
62,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,634880.0,0.0,1420.0,1483.0,690.0,496.0,9.0,33.0,4.0,112.0,6.0,0.0,3.0,270000
63,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,591948.0,0.0,936.0,1740.0,225.0,0.0,58.0,88.0,4.0,40.0,4.0,25.0,5.0,122250
64,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,612500.0,0.0,1382.0,1382.0,350.0,280.0,54.0,54.0,4.0,60.0,0.0,49.0,4.0,153000
65,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,588140.0,0.0,1120.0,1120.0,0.0,30.0,0.0,0.0,5.0,60.0,0.0,0.0,3.0,147000
66,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,252000.0,0.0,531.0,1098.0,216.0,0.0,12.0,77.0,3.0,90.0,4.0,49.0,3.0,148500
67,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107616.0,117.0,976.0,1708.0,380.0,40.0,2.0,2.0,5.0,84.0,0.0,12.25,4.0,130000
68,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1279810.0,510.0,1802.0,1802.0,843.0,263.0,1.0,1.0,5.0,112.0,4.0,9.0,5.0,372000
69,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,129559.0,145.0,1362.0,1506.0,440.0,162.0,1.0,1.0,5.0,84.0,4.0,20.25,4.0,213490
70,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,769340.0,96.0,1508.0,1508.0,572.0,0.0,0.0,1.0,5.0,84.0,6.0,0.0,4.0,308030
71,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,634880.0,668.0,1840.0,2032.0,786.0,46.0,11.0,12.0,5.0,84.0,0.0,9.0,4.0,300000
72,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,703890.0,0.0,655.0,1194.0,539.0,0.0,47.0,47.0,5.0,72.0,2.0,20.25,3.0,159500
73,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,60528.0,50.0,970.0,1709.0,380.0,40.0,2.0,2.0,5.0,84.0,0.0,12.25,4.0,137500
74,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,634224.0,228.0,1616.0,1616.0,834.0,267.0,1.0,1.0,5.0,84.0,0.0,0.0,4.0,232000
75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,634880.0,0.0,768.0,768.0,440.0,0.0,58.0,78.0,3.0,96.0,0.0,12.25,3.0,93850
76,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,634880.0,65.0,872.0,872.0,322.0,0.0,56.0,82.0,2.0,60.0,4.0,25.0,2.0,105000
77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,379440.0,0.0,520.0,520.0,240.0,49.0,58.0,81.0,2.0,60.0,0.0,36.0,2.0,68500
78,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,928000.0,361.0,1105.0,2274.0,480.0,0.0,50.0,50.0,3.0,60.0,0.0,12.25,6.0,154300
79,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,364400.0,0.0,936.0,1601.0,0.0,0.0,4.0,82.0,5.0,96.0,0.0,0.0,3.0,129850
80,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,159985.0,0.0,616.0,1232.0,480.0,280.0,57.0,97.0,5.0,72.0,0.0,6.25,3.0,114000
81,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1097649.0,748.0,2216.0,2234.0,1166.0,60.0,0.0,1.0,5.0,112.0,4.0,9.0,5.0,501837
82,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1266500.0,0.0,876.0,1416.0,720.0,418.0,58.0,93.0,4.0,78.0,4.0,5.4289000000000005,3.0,153900
